Velocity:x,Velocity:y,Velocity:z,Position:x,Position:y,Position:z
-0.39824,-1.3625,0,6.7149,5.891,0
-0.66797,-2.5243,0,6.593,5.9395,0
-0.71866,-2.1832,0,6.5329,5.9998,0
-1.3051,-2.1871,0,6.3702,5.9675,0
-1.1195,-3.6758,0,6.2909,5.8949,0
-0.62763,-2.4467,0,6.4157,5.7948,0
-0.93658,-5.133,0,6.1753,5.9482,0
-1.5829,-3.2016,0,5.8515,5.9287,0
-1.5349,-4.6003,0,6.0551,5.7935,0
-2.0596,-4.3138,0,6.0363,5.9067,0
-2.9376,-3.333,0,5.8918,5.7706,0
-2.8396,-5.6427,0,6.0114,6.0464,0
-2.4625,-4.1591,0,5.8068,6.0377,0
-1.7944,-5.6639,0,6.0766,6.096,0
-3.4684,-3.9521,0,5.6959,6.0611,0
-2.6544,-4.9571,0,5.4396,5.8623,0
-2.0251,-4.3603,0,5.5964,5.9408,0
-2.4287,-3.5118,0,5.5827,6.0138,0
-3.1512,-3.9557,0,5.7282,5.9071,0
-3.5087,-3.7982,0,5.2423,5.7669,0
-2.9093,-4.4284,0,5.3579,5.786,0
-4.2983,-4.1704,0,5.1048,5.8488,0
-4.003,-2.8769,0,4.9612,5.9206,0
-3.8935,-2.4884,0,4.9541,5.8558,0
0.89199,-2.3493,0,8.4551,5.8992,0
0.92829,-1.9711,0,8.4279,5.8618,0
1.3335,-3.3323,0,8.6237,5.9131,0
0.38849,-3.4233,0,8.6287,5.7712,0
0.88506,-2.2475,0,8.2884,6.0107,0
1.0771,-3.2969,0,8.6013,6.0386,0
0.67484,-2.0784,0,8.7283,6.0624,0
0.11542,-2.618,0,8.8999,5.7681,0
0.18532,-1.4848,0,8.8708,5.8642,0
0.92047,-3.3803,0,8.8085,6.005,0
0.67479,-3.0808,0,9.0844,5.9708,0
0.30889,-2.4185,0,9.2904,5.7853,0
0.49527,-2.3,0,9.0626,5.827,0
-0.14434,-2.7155,0,9.1682,5.7722,0
1.1813,-3.8212,0,9.2879,5.8621,0
1.5598,-2.0973,0,9.2515,6.0184,0
0.80143,-1.6597,0,9.0098,5.9874,0
0.71883,-5.3139,0,9.4436,5.9345,0
1.7329,-4.1596,0,9.5296,5.7849,0
2.3272,-4.2341,0,9.5719,5.8928,0
2.5264,-5.5836,0,9.5736,6.0414,0
1.653,-5.4159,0,9.5268,6.085,0
1.2975,-3.1642,0,9.7437,5.9436,0
2.8555,-3.8951,0,9.8193,6.054,0
1.8209,-4.4302,0,10.015,5.9367,0
2.721,-3.2411,0,9.8247,5.8795,0
2.9416,-4.3795,0,10.026,5.9247,0
2.8079,-4.082,0,9.8842,6.0391,0
2.7874,-4.3998,0,10.251,5.7855,0
3.3038,-4.5809,0,10.204,5.8752,0
3.9379,-2.9809,0,10.635,5.9218,0
4.0491,-2.6939,0,10.644,5.846,0
4.4718,-4.2971,0,10.51,5.8382,0
0.2599,-2.8629,0,8.1192,5.6184,0
0.62754,-2.6907,0,8.0498,5.7397,0
-0.13829,-0.96376,0,8.2055,5.4588,0
-0.65467,-1.6263,0,8.0118,5.5749,0
0.44999,-1.3501,0,7.9244,5.469,0
0.44969,-0.95642,0,7.5767,5.4245,0
-0.075132,-0.00312,0,7.7251,5.7326,0
-0.47018,-0.27022,0,7.7317,5.5139,0
-0.16281,-0.79745,0,7.8698,5.6934,0
0.24745,-1.367,0,7.9108,5.7362,0
1.749,-0.090566,0,7.6896,5.6131,0
0.76658,-1.8652,0,7.3727,5.6346,0
0.017159,-2.169,0,7.4661,5.4354,0
-0.03398,-1.6331,0,7.4016,5.5521,0
-0.25444,-2.0383,0,7.221,5.5259,0
0.3642,-1.995,0,7.4937,5.6717,0
-0.89441,-1.958,0,6.9033,5.4614,0
0.070159,-2.9941,0,7.1281,5.722,0
1.1117,-2.6063,0,7.0854,5.4403,0
0.36791,-1.3509,0,7.1442,5.6091,0
-0.13588,-2.2193,0,7.0084,5.6118,0
-0.18581,-3.1958,0,6.9252,5.7209,0
-0.65949,-1.7126,0,6.6271,5.6367,0
-0.5579,-2.6504,0,6.6584,5.4585,0
-0.26478,-2.495,0,6.802,5.6288,0
-0.062113,-1.8821,0,6.5315,5.4042,0
0.1003,-2.0603,0,6.7664,5.5186,0
-0.7769,-1.8247,0,6.5111,5.5383,0
-0.9292,-1.9823,0,6.2852,5.4812,0
-1.2699,-2.4119,0,6.3448,5.5572,0
-2.4317,-3.6971,0,6.1312,5.397,0
-0.22695,-2.6287,0,6.4339,5.666,0
-1.325,-4.1608,0,6.182,5.5428,0
-1.0805,-4.2559,0,6.1687,5.7386,0
-0.66119,-2.7553,0,6.2555,5.7476,0
-0.62838,-2.9458,0,6.058,5.6095,0
-3.156,-1.6952,0,5.9479,5.4733,0
-1.5481,-2.8995,0,5.9547,5.6678,0
-1.0539,-2.2643,0,5.7701,5.515,0
-3.5043,-3.393,0,5.4731,5.5544,0
-2.8584,-2.8205,0,5.6813,5.4219,0
-2.4101,-3.7433,0,5.4625,5.7076,0
-2.4445,-3.5852,0,5.5693,5.4393,0
-2.0649,-4.2312,0,5.5636,5.6576,0
-2.5685,-2.9997,0,5.7236,5.6117,0
-1.5057,-2.2356,0,5.7543,5.6845,0
-2.6626,-4.7355,0,5.3355,5.5705,0
-4.1507,-3.3364,0,5.2949,5.4727,0
-3.7582,-3.0178,0,5.1315,5.5975,0
-3.783,-2.015,0,5.0979,5.4897,0
-2.6876,-2.7478,0,5.2128,5.7312,0
-4.0769,-2.2682,0,4.8073,5.5548,0
-4.1428,-2.6504,0,4.9301,5.6647,0
-4.4188,-3.0614,0,4.7657,5.5226,0
-4.7771,-2.6603,0,4.8987,5.7199,0
-4.1274,-1.9345,0,4.9854,5.5075,0
-4.4674,-3.705,0,4.6887,5.744,0
-0.17544,-1.008,0,8.521,5.5479,0
0.55951,-1.4625,0,8.2967,5.6216,0
0.048087,-2.7148,0,8.3416,5.5245,0
-0.90295,-3.9391,0,8.6049,5.5358,0
0.039952,-2.9161,0,8.3831,5.6642,0
0.40075,-0.89151,0,8.5289,5.7349,0
1.1414,-2.0896,0,8.9627,5.5257,0
0.96368,-2.6462,0,8.7959,5.6153,0
-1.167,-2.4077,0,8.7881,5.5196,0
1.0554,-1.7178,0,8.7914,5.4101,0
0.39734,-1.1121,0,8.992,5.6601,0
1.1955,-2.7757,0,8.7541,5.7513,0
0.37823,-2.4139,0,9.1709,5.4185,0
1.0474,-2.2306,0,9.0784,5.5416,0
1.2863,-3.0571,0,9.2588,5.6241,0
0.69242,-2.126,0,9.2487,5.5433,0
1.7558,-2.5986,0,9.6824,5.5306,0
1.2947,-2.3041,0,9.5913,5.6464,0
2.2212,-2.8923,0,9.5335,5.4435,0
0.35896,-3.9905,0,9.4481,5.5874,0
0.97212,-4.5143,0,9.4935,5.7075,0
1.7723,-3.3555,0,9.3719,5.4502,0
1.7722,-2.6319,0,9.8312,5.6973,0
3.2256,-3.3284,0,9.8722,5.5866,0
3.5425,-3.6291,0,10.051,5.4467,0
3.2169,-2.6898,0,9.9708,5.4851,0
1.6991,-1.9954,0,9.7691,5.4551,0
2.0036,-4.0688,0,9.9926,5.674,0
2.9167,-3.3793,0,9.7373,5.7433,0
2.7924,-3.1962,0,10.388,5.7154,0
4.031,-3.1972,0,10.308,5.4719,0
3.8136,-2.775,0,10.144,5.6198,0
2.5161,-5.2031,0,10.267,5.5533,0
2.0517,-3.5237,0,10.102,5.7307,0
3.5794,-4.4897,0,10.342,5.7275,0
3.9258,-2.6,0,10.638,5.6492,0
3.6753,-3.1911,0,10.498,5.5924,0
4.6298,-2.9858,0,10.7,5.7238,0
4.534,-2.3315,0,10.667,5.4797,0
3.969,-1.7628,0,10.534,5.4825,0
5.052,-2.9908,0,11.121,5.5761,0
4.4458,-3.7855,0,11.016,5.4949,0
4.9304,-3.5649,0,11.05,5.6799,0
4.9243,-2.4345,0,11.092,5.406,0
4.4251,-3.3888,0,10.836,5.5375,0
4.9088,-3.6414,0,11.056,5.7383,0
4.3554,-3.6341,0,10.913,5.7501,0
4.4824,-2.0308,0,10.805,5.5879,0
0.6124,-1.6184,0,8.0876,5.2145,0
-1.5085,-0.80921,0,8.0816,5.1019,0
-0.12081,-2.5787,0,8.2412,5.0396,0
0.19836,-0.39384,0,8.083,5.3231,0
0.29531,-2.4843,0,8.2179,5.3639,0
-0.21549,-3.0094,0,7.9346,5.3823,0
0.91024,-0.37495,0,7.8114,5.3388,0
0.052104,-0.76748,0,7.5709,5.215,0
-0.47378,-1.8378,0,7.7936,5.152,0
1.2299,-0.43111,0,7.6772,5.1942,0
0.17915,-0.78983,0,7.684,5.3918,0
0.4884,-1.4668,0,7.9107,5.1927,0
-0.6515,-1.0362,0,7.282,5.1381,0
-0.69711,-2.4088,0,7.2461,5.2999,0
0.59428,-2.2816,0,7.2704,5.3879,0
0.88277,-2.683,0,7.3814,5.1734,0
0.69563,-0.68282,0,7.5315,5.0926,0
0.87424,-1.7399,0,7.4368,5.3012,0
-0.63304,-2.2049,0,6.9134,5.3781,0
-0.3067,-2.8305,0,7.0581,5.1993,0
-1.6333,-2.1692,0,6.8635,5.1667,0
0.62754,-0.78219,0,7.0516,5.1365,0
-0.051756,-0.57423,0,7.0607,5.3218,0
-0.31367,-3.1855,0,6.776,5.1936,0
-1.0388,-2.6074,0,6.6656,5.0468,0
-0.3275,-2.355,0,6.7201,5.2905,0
-0.98769,-0.34919,0,6.6103,5.2622,0
-1.1277,-1.1616,0,6.3216,5.2817,0
-1.8246,-1.8533,0,6.4468,5.3327,0
-2.2697,-1.2791,0,6.3199,5.0685,0
-1.1091,-2.1097,0,6.236,5.2531,0
-2.0407,-2.0171,0,6.1661,5.109,0
-0.83191,-2.1133,0,6.4454,5.1673,0
-1.0562,-1.373,0,6.4752,5.0922,0
-1.2026,-2.5374,0,5.8377,5.2181,0
-0.86509,-2.8207,0,6.0615,5.0962,0
-1.9969,-1.3299,0,5.7996,5.1396,0
-2.2169,-2.196,0,5.9337,5.0615,0
-1.6977,-3.2011,0,5.9657,5.3029,0
-2.1686,-1.1054,0,5.8731,5.3763,0
-2.0957,-2.9795,0,6.1016,5.3081,0
-2.7085,-1.6418,0,5.4227,5.1299,0
-2.0596,-3.1035,0,5.6305,5.0675,0
-2.0736,-3.0513,0,5.6764,5.2736,0
-1.6311,-2.6061,0,5.5385,5.2874,0
-3.1927,-2.9814,0,5.5481,5.1438,0
-3.9993,-2.6562,0,5.2524,5.1918,0
-3.6963,-2.6578,0,5.1446,5.1465,0
-3.7238,-2.2252,0,5.3497,5.2901,0
-4.0611,-2.3913,0,5.0561,5.2983,0
-4.7152,-3.2859,0,5.1677,5.3448,0
-2.9582,-4.0628,0,5.3943,5.3655,0
-3.6989,-1.7066,0,4.7616,5.1584,0
-3.9058,-2.291,0,4.9235,5.3337,0
-4.2555,-3.1698,0,4.9936,5.153,0
-4.4832,-1.6621,0,4.709,5.3267,0
-4.4141,-1.2177,0,4.8809,5.1092,0
-3.7054,-2.1683,0,4.8388,5.3335,0
-0.33691,-0.50087,0,8.3423,5.1312,0
-0.37646,-1.5,0,8.5216,5.3504,0
-0.73142,-2.3187,0,8.5583,5.0577,0
-0.78446,-1.6416,0,8.2847,5.2385,0
1.9745,-2.3312,0,8.4416,5.2169,0
-0.40824,-3.1863,0,8.3918,5.3787,0
0.70258,-2.6029,0,8.6262,5.3893,0
1.8633,-2.7419,0,8.9345,5.1633,0
0.26214,-3.0503,0,8.7869,5.1737,0
0.3237,-3.377,0,8.8541,5.2837,0
1.0716,-1.8692,0,8.6526,5.239,0
0.35019,-1.1203,0,8.6421,5.1153,0
1.4654,-1.1706,0,9.354,5.0873,0
-0.70227,-1.3832,0,9.0336,5.2943,0
1.0464,-1.338,0,9.1719,5.197,0
1.4599,-1.3775,0,9.3125,5.2312,0
1.1763,-1.1389,0,9.091,5.1376,0
0.66441,-1.6229,0,9.3056,5.3365,0
-1.0212,-0.71472,0,9.0114,5.3872,0
2.2102,-2.8194,0,9.4597,5.1516,0
0.37885,-2.7946,0,9.5798,5.0544,0
2.7493,-2.8293,0,9.5794,5.2347,0
1.3512,-1.8357,0,9.6992,5.172,0
1.8526,-2.9224,0,9.4807,5.3242,0
2.3638,-1.9393,0,9.6947,5.3728,0
2.0939,-2.1566,0,9.9686,5.2348,0
2.0237,-2.6385,0,9.9354,5.3468,0
2.8724,-3.2366,0,9.7836,5.2473,0
2.1866,-2.6134,0,9.9303,5.1015,0
2.2024,-2.0761,0,9.811,5.0679,0
3.1347,-1.336,0,10.398,5.1412,0
3.9539,-2.7954,0,10.252,5.1988,0
3.4318,-2.3247,0,10.2,5.0896,0
2.6848,-4.1156,0,10.222,5.3674,0
4.8466,-1.8758,0,10.353,5.3051,0
2.9067,-2.476,0,10.111,5.2871,0
2.6382,-1.7998,0,10.089,5.0986,0
4.2064,-2.4356,0,10.657,5.3185,0
4.3847,-2.0353,0,10.676,5.0655,0
3.6568,-2.3108,0,10.767,5.3076,0
4.1393,-3.2982,0,10.549,5.2496,0
3.9153,-3.1608,0,10.588,5.1244,0
5.084,-3.1607,0,10.463,5.3574,0
4.2706,-1.7761,0,10.971,5.1677,0
4.2139,-2.1945,0,11.131,5.09,0
4.2123,-2.9378,0,11.162,5.1813,0
3.855,-3.0505,0,10.997,5.3173,0
3.8879,-1.5881,0,10.909,5.0692,0
4.1914,-1.0451,0,10.873,5.3388,0
3.3724,-2.1465,0,10.824,5.1622,0
-0.9798,-0.76569,0,8.1447,4.7126,0
-1.5165,-0.64026,0,8.0244,4.9912,0
-0.54246,-1.8989,0,7.9466,4.7518,0
-1.4389,-0.89429,0,8.0439,4.7841,0
-0.3161,-1.0189,0,8.145,4.9292,0
0.697,-0.86563,0,8.2442,4.7079,0
-1.1117,0.26372,0,8.2556,4.9052,0
-0.68212,-2.6524,0,7.6872,4.7596,0
-2.6365,-1.7192,0,7.8346,4.7235,0
-0.46638,-0.64311,0,7.7482,4.9706,0
1.2114,-0.82644,0,7.6833,4.9125,0
0.33502,-2.4896,0,7.8902,4.8798,0
0.1693,-1.4617,0,7.8793,5.0352,0
0.3049,-1.5915,0,7.2036,4.9233,0
1.6705,-0.42578,0,7.3727,4.8328,0
-0.30581,0.46865,0,7.2777,4.7832,0
0.64632,0.7487,0,7.4206,4.963,0
-0.67309,-0.24573,0,7.47,4.7322,0
1.407,-1.5894,0,7.5491,4.9752,0
-0.11871,-1.6047,0,7.5584,4.7914,0
0.31365,-1.748,0,7.2659,5.033,0
-0.41739,-1.7762,0,7.0352,4.7975,0
-0.6419,-2.3035,0,7.1046,4.9277,0
